ScheduleID,PersonID,ShiftID
SCH001827,D01371,SHF00010
SCH001828,D00807,SHF00015
SCH001829,D07435,SHF00013
SCH001830,D08054,SHF00009
SCH001831,D01857,SHF00010
SCH001832,D02429,SHF00010
SCH001833,D04191,SHF00006
SCH001834,D05549,SHF00008
SCH001835,D06293,SHF00013
SCH001836,D05509,SHF00007
SCH001837,D09614,SHF00002
SCH001838,D00093,SHF00011
SCH001839,D08288,SHF00011
SCH001840,D08066,SHF00019
SCH001841,D05687,SHF00011
SCH001842,D07758,SHF00010
SCH001843,D06506,SHF00004
SCH001844,D09267,SHF00010
SCH001845,D05840,SHF00009
SCH001846,D07581,SHF00020
SCH001847,D06577,SHF00016
SCH001848,D08635,SHF00011
SCH001849,D07416,SHF00011
SCH001850,D01072,SHF00009
SCH001851,D05597,SHF00020
SCH001852,D09328,SHF00006
SCH001853,D05956,SHF00007
SCH001854,D04801,SHF00009
SCH001855,D07085,SHF00008
SCH001856,D02608,SHF00011
SCH001857,D07357,SHF00006
SCH001858,D01918,SHF00011
SCH001859,D03559,SHF00020
SCH001860,D04854,SHF00001
SCH001861,D06880,SHF00021
SCH001862,D01909,SHF00020
SCH001863,D05477,SHF00004
SCH001864,D00124,SHF00008
SCH001865,D03588,SHF00013
SCH001866,D02534,SHF00006
SCH001867,D05994,SHF00006
SCH001868,D09248,SHF00015
SCH001869,D08721,SHF00010
SCH001870,D07465,SHF00020
SCH001871,D04027,SHF00009
SCH001872,D02444,SHF00014
SCH001873,D06504,SHF00020
SCH001874,D03712,SHF00021
SCH001875,D02798,SHF00011
SCH001876,D00333,SHF00012
SCH001877,D03098,SHF00017
SCH001878,D09747,SHF00007
SCH001879,D04876,SHF00019
SCH001880,D06468,SHF00010
SCH001881,D05384,SHF00016
SCH001882,D09329,SHF00001
SCH001883,D08954,SHF00008
SCH001884,D09513,SHF00012
SCH001885,D04274,SHF00010
SCH001886,D02904,SHF00011
SCH001887,D05009,SHF00008
SCH001888,D09551,SHF00002
SCH001889,D00596,SHF00018
SCH001890,D05706,SHF00012
SCH001891,D03033,SHF00001
SCH001892,D01971,SHF00012
SCH001893,D07075,SHF00016
SCH001894,D08916,SHF00008
SCH001895,D03640,SHF00021
SCH001896,D04438,SHF00019
SCH001897,D09598,SHF00006
SCH001898,D08621,SHF00014
SCH001899,D08035,SHF00001
SCH001900,D06929,SHF00010
SCH001901,D03859,SHF00012
SCH001902,D09583,SHF00013
SCH001903,D02768,SHF00001
SCH001904,D09096,SHF00014
SCH001905,D08588,SHF00003
SCH001906,D05020,SHF00009
SCH001907,D06870,SHF00007
SCH001908,D03886,SHF00008
SCH001909,D00109,SHF00014
SCH001910,D04092,SHF00013
SCH001911,D07276,SHF00014
SCH001912,D06791,SHF00008
SCH001913,D00909,SHF00021
SCH001914,D00866,SHF00019
SCH001915,D03505,SHF00005
SCH001916,D06438,SHF00009
SCH001917,D09091,SHF00008
SCH001918,D02334,SHF00013
SCH001919,D00081,SHF00021
SCH001920,D04459,SHF00007
SCH001921,D09564,SHF00021
SCH001922,D07016,SHF00013
SCH001923,D09875,SHF00005
SCH001924,D03581,SHF00017
SCH001925,D09345,SHF00011
SCH001926,D00775,SHF00005
SCH001927,D06165,SHF00010
SCH001928,D09201,SHF00011
SCH001929,D06825,SHF00021
SCH001930,D08889,SHF00002
SCH001931,D03231,SHF00015
SCH001932,D00835,SHF00011
SCH001933,D06352,SHF00014
SCH001934,D08741,SHF00017
SCH001935,D01551,SHF00015
SCH001936,D03550,SHF00004
SCH001937,D06853,SHF00008
SCH001938,D02739,SHF00017
SCH001939,D07410,SHF00013
SCH001940,D07472,SHF00017
SCH001941,D03552,SHF00012
SCH001942,D05174,SHF00019
SCH001943,D07869,SHF00005
SCH001944,D08753,SHF00002
SCH001945,D03639,SHF00016
SCH001946,D00388,SHF00008
SCH001947,D03536,SHF00015
SCH001948,D09999,SHF00006
SCH001949,D07929,SHF00011
SCH001950,D01784,SHF00018
SCH001951,D07196,SHF00016
SCH001952,D05325,SHF00014
SCH001953,D03403,SHF00007
SCH001954,D05901,SHF00005
SCH001955,D02362,SHF00017
SCH001956,D06174,SHF00014
SCH001957,D04578,SHF00006
SCH001958,D01122,SHF00008
SCH001959,D02288,SHF00001
SCH001960,D04277,SHF00009
SCH001961,D03048,SHF00007
SCH001962,D04568,SHF00004
SCH001963,D06494,SHF00012
SCH001964,D09446,SHF00021
SCH001965,D06752,SHF00004
SCH001966,D09551,SHF00009
SCH001967,D06978,SHF00014
SCH001968,D05134,SHF00016
SCH001969,D05763,SHF00008
SCH001970,D07494,SHF00016
SCH001971,D03528,SHF00021
SCH001972,D01120,SHF00003
SCH001973,D01428,SHF00013
SCH001974,D00214,SHF00009
SCH001975,D05285,SHF00017
SCH001976,D07923,SHF00016
SCH001977,D05370,SHF00008
SCH001978,D00356,SHF00007
SCH001979,D06232,SHF00019
SCH001980,D09349,SHF00008
SCH001981,D07105,SHF00014
SCH001982,D07624,SHF00002
SCH001983,D07952,SHF00019
SCH001984,D05820,SHF00015
SCH001985,D01956,SHF00002
SCH001986,D02501,SHF00012
SCH001987,D02941,SHF00002
SCH001988,D03319,SHF00016
SCH001989,D00088,SHF00018
SCH001990,D07729,SHF00005
SCH001991,D01495,SHF00004
SCH001992,D01192,SHF00005
SCH001993,D00627,SHF00018
SCH001994,D01801,SHF00010
SCH001995,D03211,SHF00005
SCH001996,D04639,SHF00018
SCH001997,D04025,SHF00019
SCH001998,D02981,SHF00019
SCH001999,D08542,SHF00005
SCH002000,D00308,SHF00014
SCH002001,D03577,SHF00016
SCH002002,D05222,SHF00015
SCH002003,D09692,SHF00017
SCH002004,D07529,SHF00016
SCH002005,D06007,SHF00014
SCH002006,D03158,SHF00002
SCH002007,D00741,SHF00003
SCH002008,D00965,SHF00013
SCH002009,D09424,SHF00005
SCH002010,D00605,SHF00015
SCH002011,D05497,SHF00013
SCH002012,D07954,SHF00009
SCH002013,D04822,SHF00011
SCH002014,D06461,SHF00015
SCH002015,D05204,SHF00009
SCH002016,D09284,SHF00014
SCH002017,D05171,SHF00013
SCH002018,D01492,SHF00021
SCH002019,D00948,SHF00003
SCH002020,D04403,SHF00005
SCH002021,D07218,SHF00013
SCH002022,D07448,SHF00009
SCH002023,D02229,SHF00016
SCH002024,D01672,SHF00020
SCH002025,D09884,SHF00012
SCH002026,D00628,SHF00021
SCH002027,D09857,SHF00012
SCH002028,D09119,SHF00017
SCH002029,D02526,SHF00007
SCH002030,D04887,SHF00001
SCH002031,D02900,SHF00010
SCH002032,D05120,SHF00015
SCH002033,D09187,SHF00009
SCH002034,D03859,SHF00019
SCH002035,D06274,SHF00011
SCH002036,D00297,SHF00012
SCH002037,D03637,SHF00001
SCH002038,D01872,SHF00017
SCH002039,D09928,SHF00018
SCH002040,D00303,SHF00010
SCH002041,D06591,SHF00011
SCH002042,D02869,SHF00008
SCH002043,D03136,SHF00001
SCH002044,D06057,SHF00006
SCH002045,D06140,SHF00012
SCH002046,D03732,SHF00019
SCH002047,D04629,SHF00016
SCH002048,D07551,SHF00006
SCH002049,D02076,SHF00011
SCH002050,D09331,SHF00015
SCH002051,D09677,SHF00004
SCH002052,D04234,SHF00012
SCH002053,D01644,SHF00019
SCH002054,D06303,SHF00008
SCH002055,D07500,SHF00018
SCH002056,D09949,SHF00017
SCH002057,D09817,SHF00009
SCH002058,D02002,SHF00016
SCH002059,D08694,SHF00003
SCH002060,D09527,SHF00002
SCH002061,D02772,SHF00020
SCH002062,D04593,SHF00002
SCH002063,D04687,SHF00008
SCH002064,D04554,SHF00011
SCH002065,D07153,SHF00018
SCH002066,D00819,SHF00014
SCH002067,D04796,SHF00011
SCH002068,D01073,SHF00015
SCH002069,D07320,SHF00006
SCH002070,D01627,SHF00011
SCH002071,D02687,SHF00013
SCH002072,D04144,SHF00007
SCH002073,D07463,SHF00016
SCH002074,D00536,SHF00006
SCH002075,D09569,SHF00018
SCH002076,D02087,SHF00019
SCH002077,D08517,SHF00005
SCH002078,D00417,SHF00005
SCH002079,D04221,SHF00011
SCH002080,D07051,SHF00020
SCH002081,D01870,SHF00016
SCH002082,D07931,SHF00016
SCH002083,D06244,SHF00001
SCH002084,D06964,SHF00011
SCH002085,D02549,SHF00006
SCH002086,D06745,SHF00009
SCH002087,D08762,SHF00010
SCH002088,D04706,SHF00002
SCH002089,D03764,SHF00013
SCH002090,D01283,SHF00015
SCH002091,D03570,SHF00012
SCH002092,D05377,SHF00020
SCH002093,D04668,SHF00004
SCH002094,D09056,SHF00001
SCH002095,D08424,SHF00020
SCH002096,D02032,SHF00003
SCH002097,D08209,SHF00010
SCH002098,D08921,SHF00016
SCH002099,D03364,SHF00019
SCH002100,D04204,SHF00003
SCH002101,D04387,SHF00003
SCH002102,D04695,SHF00002
SCH002103,D04034,SHF00003
SCH002104,D07581,SHF00004
SCH002105,D00356,SHF00011
SCH002106,D07261,SHF00003
SCH002107,D03064,SHF00004
SCH002108,D06847,SHF00015
SCH002109,D06154,SHF00003
SCH002110,D06181,SHF00009
SCH002111,D07160,SHF00010
SCH002112,D01164,SHF00008
SCH002113,D04845,SHF00018
SCH002114,D06073,SHF00002
SCH002115,D06307,SHF00003
SCH002116,D01405,SHF00019
SCH002117,D03405,SHF00020
SCH002118,D02589,SHF00006
SCH002119,D01820,SHF00019
SCH002120,D09257,SHF00009
SCH002121,D03392,SHF00020
SCH002122,D03881,SHF00011
SCH002123,D09758,SHF00006
SCH002124,D02594,SHF00004
SCH002125,D02649,SHF00005
SCH002126,D03736,SHF00007
SCH002127,D00674,SHF00021
SCH002128,D00853,SHF00010
SCH002129,D00337,SHF00019
SCH002130,D02003,SHF00015
SCH002131,D05051,SHF00006
SCH002132,D06850,SHF00003
SCH002133,D01361,SHF00008
SCH002134,D01084,SHF00015
SCH002135,D04678,SHF00019
SCH002136,D01456,SHF00013
SCH002137,D04067,SHF00011
SCH002138,D03084,SHF00014
SCH002139,D00469,SHF00011
SCH002140,D09646,SHF00014
SCH002141,D09761,SHF00003
SCH002142,D09995,SHF00003
SCH002143,D02446,SHF00016
SCH002144,D00143,SHF00014
SCH002145,D05475,SHF00008
SCH002146,D07242,SHF00001
SCH002147,D01225,SHF00011
SCH002148,D09395,SHF00008
SCH002149,D08942,SHF00009
SCH002150,D03616,SHF00010
SCH002151,D03917,SHF00002
SCH002152,D00040,SHF00015
SCH002153,D09639,SHF00010
SCH002154,D05001,SHF00017
SCH002155,D05585,SHF00005
SCH002156,D09383,SHF00001
SCH002157,D01295,SHF00003
SCH002158,D06998,SHF00015
SCH002159,D08623,SHF00017
SCH002160,D00212,SHF00017
SCH002161,D05560,SHF00020
SCH002162,D03019,SHF00011
SCH002163,D04211,SHF00020
SCH002164,D06738,SHF00004
SCH002165,D04930,SHF00018
SCH002166,D08271,SHF00016
SCH002167,D06730,SHF00015
SCH002168,D09162,SHF00003
SCH002169,D09748,SHF00012
SCH002170,D09320,SHF00002
SCH002171,D07725,SHF00003
SCH002172,D02125,SHF00011
SCH002173,D00913,SHF00003
SCH002174,D08491,SHF00006
SCH002175,D09914,SHF00011
SCH002176,D08253,SHF00009
SCH002177,D09496,SHF00017
SCH002178,D08754,SHF00008
SCH002179,D01941,SHF00017
SCH002180,D07916,SHF00014
SCH002181,D04955,SHF00012
SCH002182,D09893,SHF00014
SCH002183,D05273,SHF00006
SCH002184,D00901,SHF00017
SCH002185,D08102,SHF00014
SCH002186,D09710,SHF00017
SCH002187,D07111,SHF00012
SCH002188,D02578,SHF00004
SCH002189,D05438,SHF00010
SCH002190,D03294,SHF00012
SCH002191,D09393,SHF00021
SCH002192,D05796,SHF00014
SCH002193,D08627,SHF00005
SCH002194,D01872,SHF00011
SCH002195,D08438,SHF00019
SCH002196,D08794,SHF00012
SCH002197,D01430,SHF00012
SCH002198,D02152,SHF00018
SCH002199,D09219,SHF00012
SCH002200,D09061,SHF00010
SCH002201,D00098,SHF00020
SCH002202,D02577,SHF00006
SCH002203,D07568,SHF00013
SCH002204,D07760,SHF00019
SCH002205,D09051,SHF00014
SCH002206,D04947,SHF00016
SCH002207,D01718,SHF00001
SCH002208,D09803,SHF00004
SCH002209,D09199,SHF00018
SCH002210,D02584,SHF00017
SCH002211,D06251,SHF00010
SCH002212,D09907,SHF00014
SCH002213,D00142,SHF00015
SCH002214,D01427,SHF00014
SCH002215,D06518,SHF00013
SCH002216,D03838,SHF00019
SCH002217,D08933,SHF00010
SCH002218,D05525,SHF00018
SCH002219,D06284,SHF00003
SCH002220,D03525,SHF00007
SCH002221,D05700,SHF00018
SCH002222,D00519,SHF00012
SCH002223,D03083,SHF00003
SCH002224,D03741,SHF00001
SCH002225,D09943,SHF00020
SCH002226,D04162,SHF00012
SCH002227,D02289,SHF00011
SCH002228,D02001,SHF00021
SCH002229,D05070,SHF00008
SCH002230,D07937,SHF00007
SCH002231,D08180,SHF00001
SCH002232,D07524,SHF00006
SCH002233,D06606,SHF00006
SCH002234,D08100,SHF00021
SCH002235,D09134,SHF00016
SCH002236,D08344,SHF00012
SCH002237,D08310,SHF00011
SCH002238,D02630,SHF00015
SCH002239,D07694,SHF00016
SCH002240,D00015,SHF00020
SCH002241,D08849,SHF00021
SCH002242,D06700,SHF00003
SCH002243,D00747,SHF00007
SCH002244,D01783,SHF00021
SCH002245,D07665,SHF00005
SCH002246,D00410,SHF00018
SCH002247,D05339,SHF00021
SCH002248,D06235,SHF00015
SCH002249,D08418,SHF00015
SCH002250,D04054,SHF00011
SCH002251,D03083,SHF00004
SCH002252,D02363,SHF00012
SCH002253,D03285,SHF00013
SCH002254,D09826,SHF00008
SCH002255,D00823,SHF00021
SCH002256,D05485,SHF00012
SCH002257,D07640,SHF00019
SCH002258,D08248,SHF00010
SCH002259,D01800,SHF00008
SCH002260,D00039,SHF00009
SCH002261,D00807,SHF00001
SCH002262,D08886,SHF00015
SCH002263,D06365,SHF00019
SCH002264,D04439,SHF00008
SCH002265,D07440,SHF00020
SCH002266,D09907,SHF00016
SCH002267,D06144,SHF00019
SCH002268,D03712,SHF00014
SCH002269,D07979,SHF00008
SCH002270,D02595,SHF00010
SCH002271,D02250,SHF00010
SCH002272,D08262,SHF00001
SCH002273,D00974,SHF00010
SCH002274,D00312,SHF00003
SCH002275,D09047,SHF00003
SCH002276,D07511,SHF00014
SCH002277,D01695,SHF00008
SCH002278,D08422,SHF00015
SCH002279,D08633,SHF00017
SCH002280,D09517,SHF00010
SCH002281,D02386,SHF00019
SCH002282,D02728,SHF00004
SCH002283,D08409,SHF00009
SCH002284,D06384,SHF00009
SCH002285,D09837,SHF00008
SCH002286,D05970,SHF00001
SCH002287,D07689,SHF00007
SCH002288,D09846,SHF00008
SCH002289,D01422,SHF00012
SCH002290,D04339,SHF00006
SCH002291,D01924,SHF00003
SCH002292,D04961,SHF00010
SCH002293,D05605,SHF00014
SCH002294,D00711,SHF00020
SCH002295,D08451,SHF00020
SCH002296,D00192,SHF00018
SCH002297,D04313,SHF00008
SCH002298,D04164,SHF00010
SCH002299,D07543,SHF00008
SCH002300,D02011,SHF00017
SCH002301,D07783,SHF00017
SCH002302,D08891,SHF00010
SCH002303,D03942,SHF00007
SCH002304,D05057,SHF00002
SCH002305,D09210,SHF00014
SCH002306,D05274,SHF00005
SCH002307,D05807,SHF00021
SCH002308,D03194,SHF00001
SCH002309,D07630,SHF00010
SCH002310,D00664,SHF00015
SCH002311,D02388,SHF00001
SCH002312,D01017,SHF00020
SCH002313,D04085,SHF00002
SCH002314,D07566,SHF00019
SCH002315,D01621,SHF00014
SCH002316,D00312,SHF00009
SCH002317,D04831,SHF00006
SCH002318,D06940,SHF00002
SCH002319,D04902,SHF00016
SCH002320,D00022,SHF00010
SCH002321,D04600,SHF00009
SCH002322,D07323,SHF00006
SCH002323,D04456,SHF00007
SCH002324,D06714,SHF00008
SCH002325,D08484,SHF00018
SCH002326,D04852,SHF00004
SCH002327,D07841,SHF00002
SCH002328,D07412,SHF00017
SCH002329,D09644,SHF00004
SCH002330,D01521,SHF00003
SCH002331,D02136,SHF00019
SCH002332,D04471,SHF00013
SCH002333,D08455,SHF00015
SCH002334,D05369,SHF00004
SCH002335,D00890,SHF00015
SCH002336,D03400,SHF00011
SCH002337,D04856,SHF00016
SCH002338,D07033,SHF00006
SCH002339,D07203,SHF00019
SCH002340,D06374,SHF00005
SCH002341,D09820,SHF00003
SCH002342,D00811,SHF00003
SCH002343,D07221,SHF00009
SCH002344,D04145,SHF00012
SCH002345,D08603,SHF00021
SCH002346,D07276,SHF00009
SCH002347,D08396,SHF00013
SCH002348,D02929,SHF00006
SCH002349,D07755,SHF00012
SCH002350,D05121,SHF00015
SCH002351,D01195,SHF00009
SCH002352,D06651,SHF00015
SCH002353,D00347,SHF00016
SCH002354,D04331,SHF00007
SCH002355,D07695,SHF00019
SCH002356,D05123,SHF00019
SCH002357,D07737,SHF00008
SCH002358,D08654,SHF00009
SCH002359,D06996,SHF00015
SCH002360,D01570,SHF00012
SCH002361,D01149,SHF00005
SCH002362,D00874,SHF00003
SCH002363,D06350,SHF00007
SCH002364,D09126,SHF00004
SCH002365,D06215,SHF00018
SCH002366,D08299,SHF00011
SCH002367,D01364,SHF00008
SCH002368,D00214,SHF00019
SCH002369,D00123,SHF00009
SCH002370,D06751,SHF00004
SCH002371,D08599,SHF00019
SCH002372,D07146,SHF00017
SCH002373,D07464,SHF00016
SCH002374,D03083,SHF00008
SCH002375,D00400,SHF00008
SCH002376,D04248,SHF00007
SCH002377,D03567,SHF00016
SCH002378,D01384,SHF00015
SCH002379,D00606,SHF00010
SCH002380,D05354,SHF00007
SCH002381,D05038,SHF00011
SCH002382,D05928,SHF00016
SCH002383,D08775,SHF00006
SCH002384,D04375,SHF00008
SCH002385,D00984,SHF00021
SCH002386,D03626,SHF00006
SCH002387,D01139,SHF00013
SCH002388,D07759,SHF00020
SCH002389,D07027,SHF00014
SCH002390,D08590,SHF00004
SCH002391,D05341,SHF00007
SCH002392,D07783,SHF00015
SCH002393,D04804,SHF00018
SCH002394,D08541,SHF00008
SCH002395,D04033,SHF00021
SCH002396,D07221,SHF00017
SCH002397,D03453,SHF00011
SCH002398,D07939,SHF00007
SCH002399,D06699,SHF00004
SCH002400,D06703,SHF00001
SCH002401,D03972,SHF00002
SCH002402,D07936,SHF00007
SCH002403,D01679,SHF00008
SCH002404,D03520,SHF00007
SCH002405,D08465,SHF00019
SCH002406,D07915,SHF00009
SCH002407,D02924,SHF00009
SCH002408,D09878,SHF00004
SCH002409,D05468,SHF00008
SCH002410,D06859,SHF00003
SCH002411,D06100,SHF00020
SCH002412,D05049,SHF00015
SCH002413,D01490,SHF00004
SCH002414,D04333,SHF00012
SCH002415,D08992,SHF00002
SCH002416,D00727,SHF00011
SCH002417,D05270,SHF00009
SCH002418,D02829,SHF00007
SCH002419,D09588,SHF00018
SCH002420,D01855,SHF00006
SCH002421,D02189,SHF00018
SCH002422,D01024,SHF00001
SCH002423,D04300,SHF00001
SCH002424,D01875,SHF00008
SCH002425,D05952,SHF00011
SCH002426,D08954,SHF00007
SCH002427,D09785,SHF00003
SCH002428,D03730,SHF00008
SCH002429,D09436,SHF00007
SCH002430,D08585,SHF00012
SCH002431,D07692,SHF00014
SCH002432,D06493,SHF00019
SCH002433,D07373,SHF00019
SCH002434,D04985,SHF00009
SCH002435,D02660,SHF00016
SCH002436,D05810,SHF00013
SCH002437,D05045,SHF00009
SCH002438,D03491,SHF00008
SCH002439,D07628,SHF00005
SCH002440,D01061,SHF00018
SCH002441,D06712,SHF00003
SCH002442,D05326,SHF00006
SCH002443,D07451,SHF00013
SCH002444,D04948,SHF00014
SCH002445,D03160,SHF00005
SCH002446,D05316,SHF00018
SCH002447,D09231,SHF00008
SCH002448,D05244,SHF00020
SCH002449,D05138,SHF00001
SCH002450,D05228,SHF00018
SCH002451,D04567,SHF00013
SCH002452,D08304,SHF00018
SCH002453,D04760,SHF00012
SCH002454,D08056,SHF00016
SCH002455,D05372,SHF00018
SCH002456,D02249,SHF00018
SCH002457,D04239,SHF00008
SCH002458,D01023,SHF00008
SCH002459,D04024,SHF00008
SCH002460,D09389,SHF00020
SCH002461,D06391,SHF00003
SCH002462,D00345,SHF00021
SCH002463,D09999,SHF00019
SCH002464,D01545,SHF00014
SCH002465,D03902,SHF00010
SCH002466,D06234,SHF00009
SCH002467,D02570,SHF00006
SCH002468,D01042,SHF00010
SCH002469,D01419,SHF00006
SCH002470,D09433,SHF00017
SCH002471,D06590,SHF00015
SCH002472,D06938,SHF00014
SCH002473,D09135,SHF00016
SCH002474,D09803,SHF00006
SCH002475,D02132,SHF00015
SCH002476,D00418,SHF00001
SCH002477,D03508,SHF00007
SCH002478,D06757,SHF00014
SCH002479,D00604,SHF00003
SCH002480,D02485,SHF00005
SCH002481,D05700,SHF00002
SCH002482,D01719,SHF00006
SCH002483,D00135,SHF00021
SCH002484,D06422,SHF00011
SCH002485,D08721,SHF00003
SCH002486,D09744,SHF00004
SCH002487,D08903,SHF00019
SCH002488,D09202,SHF00006
SCH002489,D02211,SHF00013
SCH002490,D07229,SHF00004
SCH002491,D05827,SHF00017
SCH002492,D06878,SHF00002
SCH002493,D05671,SHF00003
SCH002494,D04222,SHF00006
SCH002495,D09201,SHF00017
SCH002496,D02401,SHF00001
SCH002497,D01287,SHF00012
SCH002498,D03630,SHF00021
SCH002499,D06671,SHF00016
SCH002500,D04081,SHF00003
SCH002501,D04783,SHF00017
SCH002502,D08466,SHF00005
SCH002503,D02222,SHF00004
SCH002504,D03062,SHF00019
SCH002505,D07211,SHF00014
SCH002506,D08760,SHF00005
SCH002507,D08143,SHF00010
SCH002508,D06009,SHF00019
SCH002509,D06566,SHF00017
SCH002510,D04259,SHF00009
SCH002511,D09418,SHF00013
SCH002512,D02549,SHF00004
SCH002513,D04332,SHF00007
SCH002514,D03260,SHF00010
SCH002515,D04361,SHF00018
SCH002516,D03020,SHF00014
SCH002517,D08633,SHF00015
SCH002518,D05469,SHF00002
SCH002519,D03812,SHF00020
SCH002520,D09818,SHF00005
SCH002521,D08304,SHF00011
SCH002522,D00174,SHF00001
SCH002523,D09960,SHF00014
SCH002524,D05089,SHF00012
SCH002525,D03928,SHF00015
SCH002526,D00376,SHF00001
SCH002527,D07238,SHF00009
SCH002528,D01903,SHF00005
SCH002529,D01578,SHF00014
SCH002530,D00574,SHF00014
SCH002531,D02097,SHF00010
SCH002532,D08808,SHF00021
SCH002533,D02735,SHF00004
SCH002534,D05773,SHF00014
SCH002535,D01137,SHF00007
SCH002536,D06248,SHF00016
SCH002537,D06188,SHF00001
SCH002538,D03925,SHF00001
SCH002539,D07153,SHF00013
SCH002540,D09753,SHF00005
SCH002541,D09145,SHF00017
SCH002542,D06462,SHF00012
SCH002543,D08835,SHF00011
SCH002544,D03842,SHF00003
SCH002545,D00958,SHF00010
SCH002546,D05520,SHF00003
SCH002547,D03078,SHF00009
SCH002548,D04909,SHF00016
SCH002549,D00810,SHF00005
SCH002550,D05935,SHF00005
SCH002551,D07808,SHF00002
SCH002552,D04379,SHF00016
SCH002553,D04447,SHF00013
SCH002554,D04044,SHF00001
SCH002555,D06095,SHF00016
SCH002556,D09634,SHF00019
SCH002557,D00142,SHF00017
SCH002558,D03311,SHF00001
SCH002559,D06569,SHF00015
SCH002560,D09689,SHF00010
SCH002561,D03458,SHF00017
SCH002562,D05354,SHF00007
SCH002563,D08428,SHF00003
SCH002564,D09004,SHF00020
SCH002565,D06214,SHF00020
SCH002566,D01766,SHF00006
SCH002567,D07318,SHF00014
SCH002568,D09343,SHF00007
SCH002569,D01917,SHF00021
SCH002570,D06356,SHF00010
SCH002571,D02310,SHF00012
SCH002572,D08901,SHF00021
SCH002573,D06950,SHF00007
SCH002574,D08523,SHF00018
SCH002575,D03555,SHF00010
SCH002576,D00644,SHF00008
SCH002577,D01506,SHF00003
SCH002578,D07034,SHF00011
SCH002579,D00844,SHF00009
SCH002580,D07820,SHF00005
SCH002581,D08171,SHF00007
SCH002582,D09375,SHF00014
SCH002583,D07431,SHF00016
SCH002584,D02700,SHF00011
SCH002585,D09427,SHF00017
SCH002586,D07492,SHF00008
SCH002587,D07076,SHF00016
SCH002588,D02783,SHF00007
SCH002589,D08143,SHF00015
SCH002590,D06631,SHF00010
SCH002591,D02251,SHF00009
SCH002592,D04034,SHF00003
SCH002593,D05615,SHF00011
SCH002594,D07292,SHF00014
SCH002595,D01479,SHF00017
SCH002596,D09479,SHF00008
SCH002597,D02633,SHF00014
SCH002598,D09354,SHF00007
SCH002599,D05676,SHF00001
SCH002600,D04806,SHF00002
SCH002601,D08378,SHF00018
SCH002602,D07335,SHF00011
SCH002603,D07802,SHF00006
SCH002604,D06850,SHF00010
SCH002605,D00292,SHF00018
SCH002606,D09863,SHF00006
SCH002607,D00875,SHF00002
SCH002608,D04653,SHF00011
SCH002609,D04129,SHF00003
SCH002610,D01633,SHF00009
SCH002611,D05331,SHF00010
SCH002612,D05187,SHF00008
SCH002613,D00466,SHF00021
SCH002614,D07667,SHF00015
SCH002615,D09421,SHF00021
SCH002616,D07604,SHF00009
SCH002617,D00442,SHF00021
SCH002618,D01063,SHF00004
SCH002619,D00341,SHF00014
SCH002620,D07589,SHF00021
SCH002621,D02936,SHF00012
SCH002622,D09352,SHF00018
SCH002623,D05795,SHF00002
SCH002624,D04554,SHF00009
SCH002625,D00084,SHF00014
SCH002626,D08776,SHF00021
SCH002627,D07720,SHF00010
SCH002628,D03574,SHF00017
SCH002629,D09789,SHF00011
SCH002630,D07423,SHF00003
SCH002631,D05801,SHF00008
SCH002632,D06733,SHF00009
SCH002633,D09342,SHF00005
SCH002634,D03830,SHF00012
SCH002635,D03371,SHF00014
SCH002636,D04773,SHF00010
SCH002637,D04349,SHF00009
SCH002638,D09579,SHF00020
SCH002639,D09720,SHF00005
SCH002640,D07742,SHF00001
SCH002641,D04216,SHF00020
SCH002642,D03954,SHF00018
SCH002643,D09595,SHF00012
SCH002644,D07415,SHF00018
SCH002645,D07415,SHF00013
SCH002646,D09929,SHF00020
SCH002647,D00468,SHF00010
SCH002648,D03597,SHF00020
SCH002649,D02792,SHF00004
SCH002650,D04365,SHF00018
SCH002651,D05869,SHF00016
SCH002652,D01604,SHF00020
SCH002653,D05548,SHF00006
SCH002654,D06748,SHF00003
SCH002655,D08172,SHF00008
SCH002656,D06271,SHF00013
SCH002657,D03244,SHF00001
SCH002658,D08192,SHF00001
SCH002659,D00221,SHF00021
SCH002660,D08441,SHF00015
SCH002661,D06205,SHF00014
SCH002662,D00921,SHF00003
SCH002663,D05456,SHF00003
SCH002664,D01759,SHF00012
SCH002665,D05853,SHF00019
SCH002666,D07676,SHF00006
SCH002667,D03361,SHF00020
SCH002668,D07966,SHF00021
SCH002669,D08295,SHF00012
SCH002670,D02897,SHF00001
SCH002671,D02079,SHF00001
SCH002672,D04129,SHF00005
SCH002673,D08727,SHF00007
SCH002674,D07869,SHF00007
SCH002675,D01088,SHF00005
SCH002676,D04300,SHF00014
SCH002677,D01825,SHF00005
SCH002678,D05859,SHF00013
SCH002679,D08919,SHF00003
SCH002680,D09143,SHF00004
SCH002681,D01252,SHF00005
SCH002682,D08267,SHF00007
SCH002683,D07731,SHF00001
SCH002684,D02381,SHF00008
SCH002685,D03739,SHF00015
SCH002686,D02597,SHF00017
SCH002687,D07551,SHF00001
SCH002688,D08677,SHF00006
SCH002689,D02313,SHF00001
SCH002690,D03763,SHF00020
SCH002691,D04151,SHF00002
SCH002692,D05490,SHF00007
SCH002693,D01209,SHF00017
SCH002694,D09894,SHF00005
SCH002695,D06985,SHF00012
SCH002696,D05780,SHF00016
SCH002697,D02517,SHF00014
SCH002698,D09465,SHF00013
SCH002699,D06776,SHF00013
